Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Colombia,23000000.002,40000000.000796,36607999.99773,53088000.00885,44999999.999024,44715000.00036,46999999.998839,52999999.992,54294999.9877,63520000.0186,78173000.02484,109000000.01604,125700000.00752,122699999.99513,111305000.00565,142739999.982,144000000.00364,133749000.01489,151024000.0098,151199999.99016,143000000.0184,149399999.99589,157359999.98394,180990000.01656,184099999.98075,224428999.9767,244999000.00626,261700000.016,268900000.02,311800000,298900000.02295,255400000.002,251900000.0078,252800000.00256,241399999.9876,236000000,265200000.00021,296800000.0032,299800000.0152,334300000.0203,301383000.0048,356650000.0056,369720999.99755,351920999.9934,481591999.8789,543964000.08357,574625000.166,458489000.0467,544869000.0936,538735000.1313,608745000.1171,691109259.8349,501840759.872,560552819.90802,581462380.03945
Comoros,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99999.99999,100000,100000,100000.000002,100000.0000051,100000.0000043,99999.9999999,100000.000001,99999.9999999,99999.9999978,99999.999996,99999.999996,99999.999996,99999.999996,99999.9999978,99999.9999978,99999.9999978,99999.9999978,99999.9999978,99999.9999978,99999.9999978,99999.9999978,99999.9999978,99999.9999978,99999.9999978
Congo,200000.000016,300000.000024,500000.0000042,500000.0000133,699999.999834,749000.000007,833999.999886,999999.999918,2614000.000096,3141000.0001,4600000.000032,3599999.99975,1200000.000028,200000.0000178,199999.9999882,119999.9999808,NaN,NaN,89999.9999982,175999.99998,154000.0000176,899999.999744,799999.999848,900000.000256,1299999.999792,NaN,100000.000008,500000.0000042,207000.0000096,641000.000216,1300000.000088,1099999.999875,1000000.00009,899999.999766,999999.99996,2000000.00025,2000000.000224,2000000.000022,1999999.999872,2000000.00016,2648000.00016,2009999.99988,1372000.00014,734000.000095,8999.99999776,24000.000002,64000.00002,252000.00001,913000.000001,109999.9999872,281999.9999904,681610.00005,637430.000163,290399.9999769,304579.9999869
Costa Rica,6225999.9984,8830999.9987,20999999.99895,23999999.9988,9999999.9995,16699999.99965,15700000.0005,28999999.99854,39979999.9977,37364999.99965,26800000.00125,25900000.00182,33999999.999,33900000.0003,31099999.99812,28487999.99925,40543000.00184,40880000,39399999.99964,40499999.99914,45200000.00039,49000000,53999999.9835,50599999.99824,49000000.00211,52000000.00034,54999999.9776,58970000.0103,63000000.018,55599999.978,62399999.9775,65000000.004,60000000,69999999.992,70000000.02,89000000.001,100000000.023,104000000.02,80000000,67999999.998,53222999.977,54917299.976,77398810,63074050,68020160.019,71534409.985,74154900,81537780,45373700.0016,61204539.978,94606970.0165,87871699.9952,89977620.0109,77922429.984,85645440.01285
Cuba,39999999.996,48750000.00585,63649000.00608,76000000.0035,90000000.009,144000000.00096,170000000.00428,172700000.00552,175599999.999,158800000.01192,122899999.98969,103099999.99095,130399999.98718,139800000.00022,156299999.9973,187199999.98824,222999999.9868,225000000.01512,280400000.00715,267399999.999,314992000.0115,276702999.986,248699999.994,294400000.00551,293600000.01536,328400000.001,306400000.0076,304700000.0058,366699999.98394,283000000.0095,240000000.0153,192000000.0115,119999999.9891,71999999.98646,99999999.98424,100000000.0011,133000000.01544,106999999.9912,72299999.9904,78000000.01316,116599999.98777,67342999.98323,24850000.001082,41828999.98758,30743999.999689,43638000.01876,51782999.98742,58321999.989058,30562999.99922,46158999.99312,72158000.004104,66349329.990823,77567519.987697,100583839.984887,86165360.011606
C?te dIvoire,1716000.0001,1762000.000128,2452000.000032,3458999.9999,3769000.00092,4000000.00092,4482000.00045,3563999.99865,4486000,6130000,6473000.0016,8765000.00074,7941999.9992,7799000.0005,10899999.99996,12000000,17499999.99888,15899999.9989,16600000.000675,19700000.001945,11300000.00009,12799999.9999,10000000.001832,10999999.99891,8199999.99994,7999999.9992,4499999.99982,8200000.00248,9999999.99756,13499999.99945,16200000.0022,17999999.9972,30000000.000868,34000000.0022,35999999.9996,41499999.9968,60000000.0027,49999999.9989,41199999.9972,40000000.0026,29999999.997,30009000.0012,19993999.9974,40558000.002,16179999.997,10962000.0002,25908999.9984,17605999.9986,21395999.9974,26723999.9974,25235999.998,32530850.0025,33455430,44188960,42564330
Democratic Republic of the Congo,71999.9999985,659000.0000161,667000.00003,1000000.000221,699999.999987,999999.999999,1499999.99976,1999999.999855,2499999.99984,2999999.99965,2799999.99974,2476999.999845,3199999.99976,3100000.00037,4968000.00012,6164000.00025,4500000.000354,4700000.000065,5099999.999685,3700000.00028,2499999.99984,3109000.00034,4107000.00018,4500000.000075,3599999.9997,965999.99968,3100000.00001,1900000.00031,3999999.999785,3999999.999864,4000000.000016,1000000.00015,2999999.99966,3468000.00022,2999999.99992,1999999.99969,NaN,1712999.99968,315000,300000,1296999.999765,1186000.000205,1074999.9999,795000.00003,376000.000017,1626999.999665,2942999.99965,4314000,2930000.000106,4676000.0001,3514000,3445279.999968,7084309.9998,15180529.994,18084380.006
Denmark,133481000.00952,142167000.01119,152794999.99036,168692000.0064,191594999.9868,214856000.01151,232631000.001,247988000.00268,270212999.9803,289341000.102,308251999.99,329476000.0026,365148000.092,300445000.083,339087999.922,349497000.0648,373710000.0568,379883999.8765,393900000.0224,374098999.9306,375971999.9684,391392000.0368,419036999.967,398147000.1099,382087000.0694,381262999.95,366999999.9656,376900000.005,400400000.084,394900000.1049,369999999.9414,332999999.9144,325000000.07,315999999.9102,291000000,288000000.1116,283000000.0044,263000000.0372,247999999.9932,234000000.0408,210629000.007,158370000.01017,218132000.00664,182171000.01068,179046000.00572,190309000.00606,192937000.00536,218222999.99383,186980999.99813,180104999.99862,183151000.00367,189000000.00072,178563999.99216,204667999.99488,225053999.99206
Dominican Republic,10691000.001,7794000.000405,5999999.99982,7999999.999965,10000000.0002,14307999.9957,15000000.0012,12999999.995,14999999.9964,15675999.9949,25995999.99568,41300000.001,40625000.00475,46700000.0005,29999999.99985,34999999.9975,31999999.9934,27877999.9953,34324999.994,28200000.0006,31400000.001,30700000.0021,24999999.9964,31300000.0027,33000000.0044,31000000.00515,34800000.003,26602000.00155,39165999.99389,47002000.00196,51000000.00468,42700000.00376,39900000.00572,45700000.00166,49999999.9968,49999999.995,55400000.006,51299999.9954,52900000.0037,48500000.00108,60017999.99772,51430000.00058,40692999.99414,41808000.0012,36840999.9956,49254000.003,44450000.0006,43134000,45786999.996,54065000.004,45215000.004,33805000.00185,36689000.00535,43907040.00375,49992299.9961
Ecuador,4616999.99981,6136000.00014,7786999.9998,4959999.99936,4894000.00056,6689000.00054,26927999.992,36521999.99565,21407000.00014,18010999.99874,8600000.000715,19999999.999325,28700000.00835,22137999.999292,13549000.00025,49500000.00505,58258999.9914,40367000.0043,43332000.0036,40700000.01018,34800000.00554,33199999.9956,46999999.99515,42999999.98985,43238000.0016,31077000.0044,27748000.000108,32000999.98696,45803000.00934,39421000.008,44699999.99605,42700000.007,49000000.00282,48000000.00048,56000000.00652,64999999.98975,90599999.9978,88100000.003,69799999.9942,71599999.98816,226366999.992,132310999.99,119857000.00077,135632000.00982,116291000.007,126267999.99394,118167999.9969,156382000,151261000.0117,159095999.993418,178585999.990776,172934270.006331,161466050.00916,173443719.98954,147557489.98982
