Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Colombia,22999999.984056,18000000.0117345,17999999.9912847,35100000.0149118,38699999.9976539,48900000.0124997,49399999.998071,46599999.9856006,61300000.0057783,78900000.0032491,84700000.0040881,110199999.984708,125700000.035508,122700000.010919,111299999.9823,136600000.010349,147600000.004182,141200000.00199,150999999.98858,151999999.999856,143000000.003543,149399999.976629,157400000.0182,180999999.9669,184099999.988808,220400000.018485,244999999.98238,261699999.990392,268900000.011326,312099999.986086,298900000.034582,255399999.975024,251899999.984812,252800000.013254,241400000.016314,236000000.00332,265199999.976688,296800000.033889,299799999.97497,334300000.026795,324399999.988616,332500000.140502,342299999.890545,346099999.970008,350899999.867481,353500000.138877,359000000.037455,289600000.013679,340599999.929586,360099999.931804,374599999.984114,380100000.108977,349500000.134668,399699999.864909,NaN
Comoros,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Congo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Costa Rica,6199999.99829601,8800000.00124829,10800000.0003371,12799999.9992404,14799999.9990087,16700000.0000538,15700000.001977,29000000.0020631,39999999.995367,37399999.9996443,26800000.0012335,25900000.00188,33999999.9996767,33899999.9994711,31100000.0007176,28500000.001875,40500000.0001736,40899999.9854335,39400000.0043038,39699999.983063,42700000.0115573,49000000.0126607,54000000.006186,50599999.9890721,49000000.0000417,52000000.0130925,54999999.9885335,59000000.0184713,62999999.9974555,55599999.9865648,62400000.0081891,65000000.012315,60000000.0113677,69999999.9932141,70000000.0051846,88999999.9987257,99999999.9969184,104000000.012947,80000000.0007924,72999999.985913,48000000.0070569,44000000.0136328,43999999.9934141,68599999.9934469,63000000.0019185,65499999.9967141,65000000.0154397,61199999.9962927,65000000.0154397,66999999.9930255,96300000.0035328,69500000.0119973,52600000.0054301,84599999.9851295,NaN
Cuba,40999999.995232,48800000.0183274,63600000.0119074,76000000.0031744,90000000.0113094,143999999.999703,170000000.019375,172699999.967172,175599999.995502,158799999.977572,122900000.011925,103100000.022023,130400000.028023,139799999.992908,156300000.009541,187200000.019513,222999999.968749,224999999.998935,280000000.083268,267399999.976514,314999999.848828,276700000.060671,248699999.958463,294399999.833143,293600000.087181,328399999.827644,306400000.037591,304700000.006073,366700000.092679,283000000.000715,239999999.988189,191999999.981267,120000000.033838,71999999.9741752,99999999.9965641,99999999.9873701,133000000.008519,106999999.994673,72299999.983391,77999999.9821799,54100000.0060433,35800000.0122769,12699999.9983594,16600000.0099864,45099999.9991423,64899999.9942824,50799999.9785364,49000000.0150808,49999999.9837121,52000000.0026821,62500000.0091183,56800000.0014209,61200000.0056721,78799999.9954563,NaN
C?te dIvoire,1699999.99849244,1700000.01185539,2400000.00232977,3400000.01369946,4999999.99953142,3999999.99278716,4500000.00335774,3599999.99839254,4500000.00782676,7799999.98711266,6499999.99044212,8799999.99772454,7899999.98694659,7800000.0048747,10900000.0087027,12000000.0097409,17499999.9909262,15899999.9986593,16599999.9952697,19700000.0110174,13300000.0124946,12799999.9963545,10000000.0101551,10999999.997365,8200000.01085032,7999999.99638268,4499999.97469725,8200000.00002778,9999999.97851445,13500000.000552,16200000.0050602,17999999.977944,30000000.0275162,34000000.0186553,35999999.9745605,41499999.9799871,60000000.01029,50000000.0059335,39999999.9712123,40000000.0258761,30000000.0161406,56400000.0324913,40200000.008099,40000000.0186144,41000000.027929,40999999.9873068,39999999.9787439,38000000.0115595,39000000.0303911,39500000.0342462,44999999.9929915,48000000.0304162,64000000.038287,49000000.0117648,NaN
Democratic Republic of the Congo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Denmark,133599999.993153,140778000.026765,149744000.003217,163736000.031224,184128000.016309,204440000.047741,218926000.024431,230639999.966508,248859999.921679,263263000.083848,277470000.052514,293165999.838333,321287999.954609,261348000.000499,291626000.0926,297075000.077769,313908000.047578,315317000.007314,322998000.110725,303020999.930635,300799999.933807,309205999.899603,320969999.902012,306537000.067509,290395999.959528,285974999.982881,271580000.016776,275136999.907126,288287999.986769,280378999.908905,261590000.099567,234099000.060699,227500000.019376,220251999.981799,201663000.05139,198719999.957236,194420999.999244,179629000.049236,168639999.957962,168714000.011356,161756000.024369,162408000.051542,174275999.969832,182722000.001563,183942000.050384,189053000.118166,215631000.070391,184299999.982699,186239999.993768,192060000.050152,181389999.969363,182359999.991413,189150000.031952,186240000.010407,NaN
Dominican Republic,10699999.996137,7800000.00164926,5999999.99898324,8000000.00010068,10000000.0032094,14299999.9961442,14999999.9974623,13000000.0005091,15000000.0027374,15700000.0005327,26000000.0022335,41300000.0009584,31999999.9960872,22000000.0027457,30899999.9969458,21999999.9975868,32000000.0003315,27899999.9958015,34300000.0168974,29999999.9841936,31399999.995303,30700000.0042279,24999999.993129,31299999.9938321,32999999.9999496,30999999.9858212,34799999.9960204,26546800.0026205,38982699.99636,46765000.0022605,50643000.0026272,42358399.9956165,39500999.9970917,45151599.9969576,49349999.9993523,49250000.0036848,54458200.0011415,50273999.9949706,51842000.0013189,47530000.0036801,57721999.997886,55565999.9935761,46158000.0008469,48803999.99804,41943999.9950824,57526000.0068584,40376000.0052036,47334000.0031566,66345999.999864,60269999.9965541,55173999.995524,57917999.9982225,46353999.9938329,57231999.9988909,NaN
Ecuador,4599999.99465028,6199999.99814824,7800000.00283076,5000000.00595502,4899999.98876552,6699999.99829112,26899999.9850575,36500000.0002069,21399999.9928265,18000000.0070461,8599999.99891196,20000000.0020807,28700000.0071374,22100000.0009154,13500000.0055599,49500000.0011682,58300000.0114655,40399999.9893713,43299999.9902816,40699999.982196,34800000.0086695,33199999.9886617,47000000.0021895,43000000.0032233,43200000.0031599,30999999.9891392,27700000.0050736,31999999.9992989,45800000.0053077,36900000.0087531,44699999.9850766,42699999.9945971,49000000.0164672,47999999.996467,56000000.0220457,64999999.9757819,90600000.0085395,88099999.9969514,69800000.0026522,71599999.9876327,100599999.995632,125800000.001473,127000000.021012,141000000.000781,62900000.0124712,126200000.003902,128400000.011969,131799999.980136,134299999.982201,131799999.975645,143899999.97427,146999999.980242,165300000.024983,183500000.004911,NaN
