Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Bulgaria,73223000,65032000,89128000,158972000,219072000,281739000,323231000,390025199.127873,386876390.796575,378794827.802688,321768148.135474,353647442.88214,328050445.791565,329529304.213009,379964810.250829,348393549.47022,362561079.626216,376323419.815014,420540702.231328,449715599.382234,517689966.261165,535311001.481022,550020361.146751,479142817.613472,498742200.589615,477818746.040064,469248034.829471,547846102.225802,494879398.241786,452900000,376890732,188796650,165791441.373374,207064274.329468,111548515.349544,151233419.588694,157003495.910629,134182409.203721,109814141.000561,144023536.357499,171432122.180945,282407760.543594,314659323.074876,240120328.567456,189745768.956047,146873815.891841,200105059.263856,213550849.252962,278345918.632006,270117972.117998,371002712.119603,244992617.673429,292373315.575297,296583835.081691,303333000
Burkina Faso,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,294000,372000,441000,584000,356000,700000,400000,2200000,1755000,3354000,1960000,1248000,3075000,3310000,4070000,4219000,4736000,6780000,8256000,7958000,8159000,9214000,9839000,9306000,9000000,11517000,11391000,11463000,24352000,16400000,16900000,9860000,926000,2010000,26620000,29081000,35435000,30000000,23580000,30584000,28392000,41122000,29705000,47525110,50680000,48799560,51093420
Burundi,NaN,NaN,NaN,NaN,NaN,100000,100000,100000,229000,422000,457000,576000,228000,601000,329000,467000,442000,411000,500000,900000,300000,500000,1247000,639000,1617000,1100000,1000000,1000000,2000000,1000000,1000000,1799000,1366000,1000000,1000000,1000000,1000000,1391000,1822000,1500000,1500000,514000,282000,429000,1098000,1488000,809000,997000,1049000,1942000,2673000,3167750,4078890,5613820,4617710
Cameroon,1500000,1500000,2000000,2500000,3000000,6300000,8526000,10731000,8837000,11565000,9000000,7302000,9326000,9763000,6100000,4000000,14600000,15400000,14200000,16086000,16590000,16900000,24500000,26000000,26898788.2979355,20699124.5963446,24600000,22075000,18200000,9000000,6000000,9400000,10204000,15000000,15000000,18000000,18900000,16525000,25985000,21858000,25576000,20791000,19370000,33167000,22773000,25383000,22299000,22895000,25297000,25457000,36977000,28128810,37118280,26009730,42522990
Canada,98348000,122323000,150212000,170708000,218209000,276699000,320841000,242364000,269850000,291820000,350000000,409746000,512641000,531200000,563000000,599100000,755300000,834400000,831100000,937800000,965900000,1069796224.60672,1254895911.08396,1338496024.64484,1224997224.83649,1144598107.17017,1182797986.3278,1160164444.9706,1197186829.51436,1157764000,1252033713,1309734160,1389048960,1431381688,1539952285,1623852360,1596508200,1562393800,1606359660,1486130600,1450260731,1531264816,1522868776,1407057300,1607899925,1229277952,1873636992,1729774158,1734582300,1858445184,2256380316,2787716100,2461000000,2543000000,2581000000
Central African Republic,155000,160000,170000,200000,600000,800000,1000000,1200000,1183000,1167000,1400000,1000000,937000,1800000,600000,1200000,1200000,1200000,100000,1400000,1200000,700000,278000,1100000,2500000,622000,769000,518000,690000,800000,800000,900000,1000000,100000,100000,100000,100000,200000,200000,200000,200000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,461000,226510,226000,226000,219790
Chad,126000,94000,117000,31000,400000,400000,642000,800000,882000,1133000,1252000,1137000,2212000,4500000,2800000,3078000,3360000,3600000,NaN,500000,1600000,1700000,2500000,3000000,3200000,2600000,2000000,2178000,2028000,2000000,3400000,4224000,2128000,2000000,3558000,7500000,3450000,10695000,11000000,11000000,11000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Chile,15586000,22277055,25648920,30607890,31005240,35381775,35663020,29246255,32844480,36763680,42846900,49638015,55742940,48694800,34124490,44904125,34136600,45142440,51617020,46006580,42959700,43011015,57684969.1918798,76309180.1451533,91878359.314522,118928993.291566,124106751.797247,131867936.137473,134894882.240117,140303790,133790000,147030000,163775160.532439,162807826.91756,178440969.242639,185613505.619002,180387525.468608,175639805.14092,192321326.460845,190806749.541021,182821225.069106,198762840.169637,177730280.468245,234421182.538458,192313035.797191,215822506.924092,259490882.217615,315655049.591094,283486033.182456,278736892.220399,220850962.646037,273389798.82081,288834556.834623,279766793.60613,328963000
China,544000000,809190000,972052000,1246250000,1824672000,2657645000,1946252000,2130978000,2613920000,3338679000,3336300000,3816551000,4397588000,3798963000,4968454000,4683675000,6966905000,9131520000,10460103000,11894082200,11309262300,12029402000,13433838000,14845495428.6141,13519993284.1138,13250257851.0483,16383786394.8861,18032621124.4504,18346188127.9548,19010181600,19391355500,19719130000,17445197700,18546880000,22996710500,24415650000,22146460500,22063068000,23248746000,21297879616,21548226232,24214923840,24309091625,25284634826,25629676347,26181229188,26795305635,27167226274,27707213228,28251343826,28811403819,30802513390,30963767420,31144838570,31028054890
Colombia,23000000,40000000,36608000,53088000,45000000,44715000,47000000,53000000,54295000,63520000,78173000,109000000,125700000,122700000,111305000,142740000,144000000,133749000,151024000,151200000,143000000,149400000,157360000,180990000,184100000,224429000,244999000,261700000,268900000,311800000,298900000,255400000,251889595.676411,252795298.910228,241396888.524399,235996292.006614,265194826.527654,296792744.58205,299794303.872019,334293529.897675,301377014.449254,356642546.95999,369713586.857559,351914454.5914,481582947.312467,543953584.798442,574614170.282047,458480215.749027,544858600.890316,538726232.664021,608736836.925529,691100663.837582,501835317.460443,559233345.155859,580666190
Comoros,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Congo,200000,300000,500000,500000,700000,749000,834000,1000000,2614000,3141000,4600000,3600000,1200000,200000,200000,120000,NaN,NaN,90000,176000,154000,900000,800000,900000,1300000,NaN,100000,500000,207000,641000,1300000,1100000,1000000,900000,1000000,2000000,2000000,2000000,2000000,2000000,2648000,NaN,NaN,734000,9000,24000,64000,252000,913000,110000,282000,681610,687030,380000,446000
Costa Rica,6226000,8831000,21000000,24000000,10000000,16700000,15700000,29000000,39980000,37365000,26800000,25900000,34000000,33900000,31100000,28488000,40543000,40880000,39400000,40500000,45200000,49000000,54000000,50600000,49000000,52000000,55000000,58970000,63000000,55600000,62400000,65000000,60000000,70000000,70000000,89000000,100000000,104000000,80000000,68000000,53223000,37310000,65179000,61342000,88828000,71161000,66196000,67845000,73323000,57324000,85448000,87871700,89977620,77922430,85645440
Cuba,40000000,48750000,63649000,76000000,90000000,144000000,170000000,172175886.371164,175237534.430124,158574359.855393,122708002.464399,102917557.257797,130145938.285888,139552326.60551,156015599.040598,186865738.603636,222568631.538587,224595078.875372,279927375.651335,266973007.563827,314421288.558904,276243308.835709,248250516.745772,293923268.595771,293211700.781977,328037342.308665,306126565.722472,304446065.982107,366443500.937148,283000000,240000000,192000000,120000000,72000000,100000000,100000000,133000000,107000000,72300000,78000000,116600000,67343000,24850000,41829000,30744000,43638000,51783000,58322000,30563000,46159000,72158000,66349330,77567240,98976730,86173690
C?te dIvoire,1716000,1762000,2452000,3459000,3769000,4000000,4482000,3564000,4486000,6130000,6473000,8765000,7942000,7799000,10900000,12000000,17500000,15900000,16600000,19700000,11300000,12800000,10000000,11000000,8200000,8000000,4500000,8200000,9999999.41785558,13500000,16200000,18000000,30000000,34000000,36000000,41500000,60000000,50000000,41200000,40000000,30000000,30009000,19994000,40558000,16180000,10962000,25909000,17606000,21396000,26724000,25236000,32530850,32385430,43043960,41419330
Democratic Republic of the Congo,72000,659000,667000,1000000,700000,1000000,1500000,2000000,2500000,3000000,2800000,2475663.71804744,3200000,3100000,4968000,6164000,4500000,4700000,5100000,3700000,2500000,3109000,4107000,4500000,3600000,966000,3100000,1900000,4000000,4000000,4000000,1000000,3000000,3468000,3000000,2000000,NaN,1713000,315000,300000,1297000,NaN,1075000,795000,376000,1627000,2943000,4314000,2930000,4676000,3514000,3445280,7084310,15120500,19598220
Denmark,133481000,140745330,149739100,163631240,183931200,204113200,218673140,230628840,248595960,263300310,277426800,293217879.435031,321318711.017862,261379816.448615,291608793.844264,297064926.255173,313911139.915314,315300705.740438,322976900.070952,303010166.671266,300768765.763822,309190535.741916,326838362.967624,306562694.491234,290378684.357295,285940214.553958,271573472.675235,275130445.699473,288281741.858934,280379000,261590000,234099000,227500000,220252000,201663000,198720000,194421000,179629000,168640000,168714000,160709927,127329480,184539672,161585677,166333734,184599730,187148890,211676310,181371570,174699764.177451,177653972.575419,188997093.818622,186790639.698182,204664263.477532,214574192.605477
Dominican Republic,10691000,7794000,6000000,8000000,10000000,14308000,15000000,13000000,15000000,15676000,25996000,41300000,40625000,46700000,30000000,35000000,32000000,27878000,34325000,28200000,31400000,30700000,25000000,31300000,33000000,31000000,34800000,26548796,39048502,46766990,50643000,42358400,39501000,45151600,49350000,49250000,54458200,50274000,51842000,47530000,58817640,50401400,39879140,40971840,36104180,48268920,43561000,42271320,44871260,52983700,44310700,33805000,36689000,43335000,49992300
Ecuador,4617000,6136000,7787000,4960000,4894000,6689000,26928000,36522000,21407000,18011000,8600000,20000000,28700000,22138000,13549000,49500000,58259000,40367000,43332000,40700000,34800000,33200000,47000000,43000000,43238000,31077000,27748000,32001000,45803000,39421000,44700000,42700000,49000000,48000000,56000000,65000000,90600000,88100000,69800000,71600000,226367000,132311000,119857000,135632000,116291000,126268000,118168000,156382000,151261000,159096000,178586000,172934270,161466050,201017850,177975630
Egypt,191872000,196126000,227144000,260613000,284845000,243811000,244055000,281379000,310146000,330809000,324504000,360923000,358161000,360000000,415000000,427724000,459504000,490461000,500000000,554000000,585000000,631900000,610000000,594000000,640300000,795500000,786500000,794500000,754116000,745146000,775000000,741510774,845290310,714970112,959330000,989566200,900360000,995748000,963727600,1047654016,1070426000,1039004956,1547237648,1331914038,1413782226,996841920,1062104640,1500163200,1157410560,1362259200,1297641600,1234310000,1361285000,1369790000,1369790000
El Salvador,12064000,16527000,29413000,30775000,21608000,34905000,29263000,34000000,35000000,45000000,63000000,65000000,68000000,62500000,65000000,77106000,77118000,84192000,50600000,47649000,66521000,44209000,59376000,39831000,61151000,49120000,64439327.0971879,67781225.1589398,56138079.3335448,52717000,55403000,53669000,52720000,46000000,41887000,60000000,72100000,57000000,56808000,48453000,48274000,34510000,36496000,46957000,68253000,52360000,64920000,74283000,65253000,73674000,82652000,71085400,69169060,61882530,64222200
Fiji,1486000,3401000,4156000,6457000,5000000,4250000,4236000,4881000,4849000,4887000,6199000,7480000,6798000,9152000,7200000,9000000,9900000,9000000,12100000,10800000,12800000,10300000,7500000,10100000,7800000,11300000,10600000,10100000,13200000,12000000,10000000,8500000,9000000,9000000,10000000,10000000,10200000,8900000,6400000,2500000,5000000,9377000,3178000,7659000,6593000,4220000,4025000,6758000,2747000,2435000,3533000,3963500,3707920,2787900,5831630
Finland,59105000,61570965,76474160,90750576,101766626,99283324,102568389,109730972,150677610,158363755,168996224,165084800,188680580,205156452,179184185,143786907,148852340,160773394,170729670,169758832,156961755,183160368,172215775,163317980,166992420,173873700,174243832,169810428,184394717,163054262.728794,127500700,128934000,122607000,126636000,122257360,111882000,109563000,103950000,100320000,96860000,97350000,107400000,99966800,107806220,121267440,101300480,117893760,143251200,110600960,135018880,88896000,138900000,138136000,147373000,143479000
France,440434491.738687,486136287.278538,557568573.116412,608295683.695267,614255683.07889,688298800.900623,786770350.338702,865386557.940778,866631597.872496,1028020878.79103,1077217110.55251,1130251624.12688,1311735380.12013,1121224547.95979,1231509239.1793,1301053645.66509,1325208842.15017,1439241815.29058,1558891205.66964,1576425411.41726,1611115366.80052,1624270690.0298,1712435217.13903,1748351606.92769,1812271981.13744,1937017540.58791,1945187722.44865,1988533853.63399,2031947001.33864,1903516967.67695,1970067794.78177,1656757664.22557,1683997030.75592,1751483688.82571,1826951474.14518,1949187821.47807,1961242706.6477,1947778539.38641,2011378551.48272,1816026866.44263,1874471438.11324,1734952547.18039,1858845502.48683,1836478241.28725,1741532427.71893,1739434720.6617,1898604378.60015,1674680621.01678,1515474488.03877,1630544903.60443,1553093361.56885,1621431023.16607,1722883238.23222,1762754897.00707,1781449126.82979
Gabon,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47000,21000,30000,300000,377000,100000,100000,92000,100000,796000,200000,600000,500000,500000,1094000,813000,330000,400000,136000,200000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,553000,190000,680000,580000,799000,890000,820000,883000,593000,381000,1300340,1280320,1851890,3878670
Gambia,NaN,NaN,NaN,8000,15000,54000,50000,34000,94000,152000,300000,366000,302000,400000,165000,200000,494000,1050000,1467000,640000,319000,758000,1100000,1000000,3000000,3000000,800000,310000,659000,200000,300000,200000,200000,200000,344000,205000,300000,2300000,1000000,600000,600000,NaN,1739000,1200000,1671000,1672000,1520000,835000,1365000,1785000,2625366.39802902,452744.24844878,62072.988765845,146200,233450
Germany,877000000,1019620429,1013767227,1087069808,1232255211,1251289093,1257993360,1335115400,1436786064,1484387888,1525095762,1628985204,1540772552,1611741184.68473,1619984794.81883,1745267062.89735,1736998364.46044,1748745326.86379,1797642432.49004,1834962381.27383,1628992682.39236,1684861047.75368,1584684251.13897,1619935569.47508,1698081660.53313,1676377550.07239,1714840030.41874,1715500684.63975,1579232847.04213,1233195529.3841,1198798415.63857,1180999747.11225,1144631975.10765,1281546970.9746,1279666044.37295,1283302382.22852,1317998953.10328,1413896310.30911,1510458406.22483,1402213447.429,1374582969.2794,1387314857.85331,1432923946.21355,1410257368.53285,1429744450.17683,1295799747.39275,1463786081.37432,1255988670.58198,1270910986.06115,1447052850,1328735340,1648828000,1675289000,1822791000,1710616000
Ghana,175000,713000,800000,154000,200000,300000,512000,433000,369000,1375000,1107000,2586000,2946000,3782000,11000000,12000000,10100000,10600000,8400000,5000000,13000000,12500000,11000000,5000000,5000000,4100000,5140000,7049000,5783000,8000000,7000000,7000000,5203000,2700000,3200000,7200000,8706000,7274000,8002000,7048000,14169000,4330000,8559000,5702000,11105000,30171000,25924000,18374000,21160000,24835000,10738000,42320000,45343000,38177000,53348040
Greece,83348000,96667000,115933000,131060000,133929000,145103000,156792000,182121000,190107000,200640000,205699000,212465000,244288889.664324,251495987.111274,275075510.733068,291305266.795777,293995245.430446,341194506.371213,356094277.958259,333294773.653669,373283203.837536,383794035.901412,417993502.520738,426593382.878512,458294079.777323,431594416.736668,388795019.613835,415594578.718418,404194734.058181,427494455.491028,407986318.27439,392208898.903312,327011672.810229,344612218.649186,313107148.227646,337617502.262975,304542184.522104,289370652.25437,288090000,282435000,258912000,270087063,282714051,223699700,202827765,171930516,136017744,174337848,113703360,176426460,268125192,176000000,189208000,179850000,175923000
Guatemala,9035000,8900000,11436000,9050000,7301000,19502000,13592000,23702000,19396000,28977000,13239000,23571000,32000000,36900000,35100000,49926000,52000000,52000000,58200000,51900000,47000000,58700000,41700000,55500000,60000000,80000000,83800000,61600000,83400000,80000000,98200000,100000000,107000000,112000000,115000000,110000000,118445000,101000000,124000000,124500000,114996000,84157000,118070000,140350000,131425000,145722000,133081000,88314000,120544000,142138000,180502000,185574050,181937600,162338700,181639620
Guinea,500000,500000,500000,800000,500000,1000000,1000000,1000000,1000000,1500000,1600000,1700000,800000,650000,600000,600000,200000,200000,1100000,42000,447000,617000,NaN,87000,172000,280000,300000,261000,391000,731000,1366000,265000,1059000,2300000,2817000,2449000,680000,1120000,1000000,1000000,1000000,1794000,1663000,1674000,1970000,1978000,3178000,2795000,1259000,2528000,5098000,5378760,2723090,2997140,4258130
Guinea-Bissau,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100000,317000,100000,100000,NaN,500000,67000,81000,1200000,200000,300000,NaN,NaN,NaN,281000,166000,387000,218000,204000,76000,100000,100000,100000,100000,100000,200000,200000,1000000,1000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Guyana,4583000,5050000,5135000,4525000,6044000,5003000,6209000,5626000,6784000,6537000,7380000,9295000,9260000,11200000,7703000,6030000,5067000,11670693.731036,6519828.50295068,4259917.78943677,9317851.82818506,9178838.55118021,9563746.2057298,9685790.08550619,7308851.31630468,12440813.1968566,7999890.34436762,10599865.1292759,11999854.9366717,8000000,13000000,10500000,10000000,8100000,12000000,10900000,13974000,13800000,15530000,10737000,11200000,13610000,9619000,19117000,6180000,8300000,6364000,18262000,6704000,14136000,6373000,11312420,16594980,14595210,17497140
Honduras,5252000,6245000,7000000,7000000,8000000,10000000,8000000,10000000,13000000,15000000,16000000,14000000,14000000,9500000,11400000,11000000,15200000,9900000,10400000,16000000,14100000,12821000,19016000,23000000,14131000,11638000,17306000,21521000,20299000,11105000,20000000,20922000,33000000,12000000,72300000,49800000,82939000,93893000,109500000,135900000,110000000,32539000,51670000,70653000,75381000,89464000,83396000,44657000,50904000,50346000,83377000,75439860,89750190,74041910,45316380
Hungary,95011000,135219645,134242623,168789744,179565033.641653,184692364.211469,235554444.528402,303300193.849344,346098587.910006,389144817.500504,391055670.616194,418806660.827117,489190526.321023,546780367.770337,531442813.909281,517606527.893377,576114526.155805,564310601.695639,563734191.668743,530760478.700868,556052564.597188,638003859.89382,617106131.196389,617011899.098746,550460828.629696,584408586.382057,603935479.407654,635892918.406832,563008936.352724,352188408,259972044,145632000,221920500,239719278,243544224,314365422,282370400,278898000,317394000,317120000,333648000,301182000,287555000,291828000,259480000,288711000,319680000,316595088,271783944,272299428,303141555,312940000,342949000,326753000,358421000
India,249800000,332334000,375292800,551868800,570201600,730422000,1022184800,1191679600,1334304000,1452378000,1762040000,1798542000,1785104000,1719791800,2671639200,2383193000,2819784000,3303237000,3372168400,3538332200,3905952000,3873098200,4433258800,5087968200,5474000000,6202265000,5406349200,6770995000,6750449600,7126701000,7563495680,7904277430,8217023256,8879695846,9154898064,9593804670,10116962272,10513577130,10705695000,10068424400,10405361000,9610734780,10147320676,10705434306,11604205920,12522389880,13120075150,13526071650,14158118520,14970094230,15804461400,16820900000,16750100000,16949600000,17372300000
Indonesia,84752000,98558000,96000000,78737000,83872000,109904000,105200000,198200000,105500000,201742000,196316000,347404000,350000000,345000000,341900000,351200000,465200000,548998000,620419000,850931000,997054000.000001,1082400000,1049155000,1285800000,1298900000,1366200000,1467400000,1585400000,1469100000,1609900000,1551700000,1697000000,1557900000,1649000000,1844000000,2084000000,1706600000,2120900000,1925500000,1964400000,1953480000,1945041085,2058306380,2207539752,2272051248,2257727040,2320530363,2502905562,2721462498,2581299171,2719652994,2947039610,2791106420,2909405650,2818598240
Iran (Islamic Republic of),7259000,7695000,12722000,15489000,17000000,32000000,46000000,49000000,55000000,65254000,107292000,123799000,194080000,188525000,189980000,194770000,238795000,176745000,289285000,300185000,402130000,493930000,596584000,489527000,467400000,529372000,529400000,527514000,726000000,546938000,642208000,810163560,536685000,586467000,606414000,653704650,788523750,829710000,797779800,808229964,806212764,774915264,785534904,964676120,866334810,1096953320,881821581,970411776,697083535,336088853,221045040,1355728380,1352670800,1425214380,1098106230
Israel,21289000,19245000,21537000,22850000,23925000,24660000,28315000,26870000,29665000,31970000,32650000,33465000,30340000,32604000,37375000,36495000,38195000,37620000,35717000,38872987.7576327,35830000,44862249.2273763,46557157.5130532,54797035.3965356,52270135.6164503,49417266.3764182,51632613.0375717,46246406.9631567,48197158.4152576,49600000,41300000,43400000,44000000,50000000,50000000,65000000,61000000,61000000,44000000,49000000,45300000,44700000,50200000,52400000,48800000,47500000,59400000,45900000,36100000,30200000,44800000,45100000,46900000,46400000,44900000
Italy,347733094.372831,375744127.801133,373484064,401628765,458534631,471061940,474424289,506918146.30982,542145845.843045,585034128.887388,613626132.913044,677969722.526686,657389923.770259,656062163.5344,705504070.287883,680833235.560636,793598091.193233,1010331481.64249,1070285009.47617,970800378.770001,951412949.879337,931055021.277763,956261318.007951,983162369.753361,1008133328.66217,964118907.662415,996392565.447066,878743864.726723,785087697.520855,832375120,859570560,864500000,872922900,837877600,834750000,837456000,818235000,810355000,833280000,792396000,737595594,803597853,803624588,819679674,755057271,750878580,763731200,630045340,483611200,468688700,485550420,591000000,600600000,574016000,571490000
Japan,633400000,657621200,683176200,661988000,682214000,735161600,762701969.802491,759688849.238061,722732116.949188,670172895.371764,656293343.715992,709446493.079121,792347537.029069,665139001.107718,626776733.577206,671711133.069416,682960730.338401,687466094.579047,736479593.454561,580137632.25974,605610365.412736,641917793.827257,656732020.94086,651081044.913488,632990501.053028,643028931.531682,618765070.714932,590028291.445421,589032976.919127,553860000,513216000,501072000,517200000,492179200,439407500,419082300,398140800,376040000,378805000,385046000,382360000,419514490,429568030,443427000,437298970,417361740,406440780,370133960,343436700,355082090,347442790,372500000,367000000,395800000,359100000
Jordan,418000,561000,965000,1400000,1800000,647000,1987000,2111000,1494000,1361000,1395000,1380000,1830000,1989995.7547778,1899954.1695193,3994845.26163968,1399823.71649041,3172479.46858182,6198849.27816517,5998802.6020867,2917258.90165366,7078667.19964013,8827910.64195136,6947917.91874602,10707814.315226,6098670.76745455,7299954.04846306,14249333.2813446,11998731.8573839,8000000,14809000,9700000,6300000,4000000,6000000,5000000,10946000,14835000,12996000,9404000,10300000,88819000,56317000,21529000,21884000,11650000,36936000,22219000,5149000,15799000,32808000,NaN,NaN,NaN,34371000
Kenya,3000000,3500000,7324000,10332000,13000000,11787000,13000000,10800000,16000000,22000000,18500000,18496000,20370000,19400000,21882000,22417000,25284000,25416000,20100000,26700000,37000000,27700000,30000000,34700000,48500000,46200000,47798000,57600000,49300000,49100000,52400000,47800000,42100000,50800000,33000000,63000000,51000000,53000000,54200000,69911000,80014000,62724000,68061000,64724000,72514000,77667000,79441000,73071000,67372000,70788000.0000001,111969000,91571290,128865670,228927540,132993450
